event_uuid,user_guid,user_site_id,client_type,event_type,status,created_date,updated_date
0cce4d9b-3dec-4d32-9aa9-4aabc87b9330,3f20ea1eb0814ee984f99d35c6eb0973,,4,7,1,2019-03-31 20:38:54,2019-03-31 20:38:54
34d06964-ee5e-4c99-bfa2-ea956913327e,03e35c19077a4b54aaebdca86111ab84,,3,8,1,2019-03-31 20:44:31,2019-03-31 20:44:31
4152c351-54c8-4682-bde0-4fab683234c6,8a06ecc1f1f0450198b618cbe32caa44,,3,4,1,2019-03-31 13:00:27,2019-03-31 13:00:27
55136208-1d60-4b0c-851f-a42dfe3c18b5,027bfee094dd486aaf7f1a271f24109c,,3,9,1,2019-03-31 21:25:00,2019-03-31 21:25:00
6c18f269-0e59-4c18-9585-1b2e3eea2ae7,97dd76d0700f4d3194160ffc5f9baf7c,,3,7,1,2019-03-27 09:44:47,2019-03-27 09:44:47
76ffe0b0-a356-4444-ab67-154e9688455f,82b81b09644b404991e7b75c1d14129c,,0,9,1,2019-03-29 11:23:11,2019-03-29 11:23:11
8f7c7479-d7be-4987-b51e-a11d4c243b12,8621b2d0dc3e487f82b983cd6185d778,,8,7,1,2019-06-19 16:50:55,2019-06-19 16:50:55
03f2e232-6e26-46c2-811e-80eefa4cfa67,bf0f1968fcaf49d4814fc219c8050dd8,,4,13,1,2019-03-26 09:42:41,2019-03-26 09:42:41
49df64b7-1e72-478f-b98d-59e7f0fe2476,15497e96ae884b41a7324b445544349f,,5,9,1,2019-03-26 19:04:26,2019-03-26 19:04:26
59790f5e-21e6-4edf-b5fd-8b831b0d6bfa,bf0f1968fcaf49d4814fc219c8050dd8,,6,13,1,2019-03-26 09:42:42,2019-03-26 09:42:42
84b96329-6530-468e-bc1d-3676416401d6,74695888f769496bade616ea25807f9c,,1,9,1,2019-03-31 12:58:47,2019-03-31 12:58:47
9683d7c2-6566-4b51-91bd-5d8adbe91546,3f1788afba9a46ce82d7b9fe790713be,,7,11,1,2019-03-31 12:56:51,2019-03-31 12:56:51
9d9af296-1d70-4700-83d5-986412441189,8101462d75234d3e822e6b3075ce9ccb,,8,12,1,2019-03-31 11:40:09,2019-03-31 11:40:09
a5b5e7d0-758e-451b-844e-d8e9b49c4d30,c6e255ed45f8486b94c6ec895ad1d0f3,,0,15,1,2019-03-31 18:45:35,2019-03-31 18:45:35
aee27425-ee9f-4079-a6f2-ebf84e121250,32ef9404db59476891ee8a18e53d3e54,,1,5,1,2019-03-31 12:12:08,2019-03-31 12:12:08
b2a128cd-14fa-429b-8224-28bb7b7f7614,d2c0c343ffdb4b6296f7366c5abf83c8,,7,12,1,2019-03-29 11:21:53,2019-03-29 11:21:53
b96f7c06-63d3-47cb-8e28-e13ad1d8b21a,d2c5b8c57e5b4be48ba883555c8f1e6f,,2,6,1,2019-03-31 11:34:00,2019-03-31 11:34:00
b4825bce-2540-42e7-a03f-258f86bb655b,8bcf36b0e60e416b8cf25dd1213c3dc6,,2,12,1,2019-03-26 13:11:07,2019-03-26 13:11:07
cc5b3182-717a-4b83-be1c-e627e4981b40,4def700d1ad14cd397dde68dff688f40,,8,4,1,2019-03-31 21:28:40,2019-03-31 21:28:40
d3b2e34f-d298-43b3-b550-8eb36577c929,9ab48536fa1846a980ae7b32285681a9,,4,10,1,2019-03-31 12:10:50,2019-03-31 12:10:50
e376c73d-7afc-492d-94b8-aefae4db8604,265fb439edfe4413aa599c56ca0dd396,,7,9,1,2019-03-31 11:39:13,2019-03-31 11:39:13
c0629259-88d8-4d09-88cc-7f01db7d3214,9cd58b02884b4d32a7aef2f45168e04b,,9,4,1,2019-03-26 09:40:03,2019-03-26 09:40:03
c1ca177f-c426-42db-91bd-aa4978b580dd,9cd58b02884b4d32a7aef2f45168e04b,,8,4,1,2019-03-26 09:40:02,2019-03-26 09:40:02
e6541dc1-2d23-40a0-88bd-39bad7304826,748076eda2b74956b7c4a117300012c7,,8,12,1,2019-03-26 13:12:08,2019-03-26 13:12:08
f1b5d0f6-7814-41db-a797-13b4f186ffd2,1852e9ce597142439af4c0a0517e5017,,1,1,1,2019-03-26 16:46:36,2019-03-26 16:46:36
df06a7cb-6d5f-49a7-8cea-75337c84fe1c,d86445fa26054313a5fcd7a00840fcd4,,1,13,1,2019-03-26 17:10:02,2019-03-26 17:10:02
e723cf1b-681f-4d02-ad38-f6a1b9060a1c,efde186883d940a0b417bdb98993c9dc,,7,13,1,2019-03-27 11:08:44,2019-03-27 11:08:44
5740f988-ff06-4c4c-b180-4ebf7596eb7c,63cad4f37f974cdfbce0e89a84339cc0,,1,12,1,2019-03-26 13:15:21,2019-03-26 13:15:21
79e34d38-b2dd-4a48-9b5c-f5c83c1b6dc0,2f6ee223d6b746d981574f7b220800c3,,7,12,1,2019-03-26 19:05:15,2019-03-26 19:05:15
75e43463-13ba-46a7-b13b-c081790e131a,5191421d08bf45f2915ff0cc3e67d528,,0,2,1,2019-03-26 11:34:03,2019-03-26 11:34:03
96f26f97-bd31-47c6-bd5c-7f0f997990fd,95c61f9745fb4b749a149a46dd0aec67,,7,6,1,2019-03-26 09:40:02,2019-03-26 09:40:02
cc02127e-e07b-4c51-9160-e80cdb99a01e,95c61f9745fb4b749a149a46dd0aec67,,9,6,1,2019-03-26 09:40:02,2019-03-26 09:40:02
f0e82fc4-feea-424a-9b8d-a9f2657d1dba,5f34c498920d46d79d92eb0374070879,,6,7,1,2019-03-26 00:00:46,2019-03-26 00:00:46
01823a02-9f14-490e-be33-da9471db47b9,065a242294864271a9c7c920e4ed97d6,,3,13,1,2019-03-31 18:47:23,2019-03-31 18:47:23
1da80a76-b2c7-45b5-ae0e-ae6a39ac811c,86eb0863e69b4dbc9ed32fafabe31839,,2,3,1,2019-03-31 20:43:28,2019-03-31 20:43:28
29e53508-9d8f-4e8a-9f27-a1fb3bc2f1a2,a43b6e3e364046a1aca5ae7921081f6a,,3,6,1,2019-03-31 13:00:18,2019-03-31 13:00:18
2f65d411-64f4-4d06-8a8b-0ad8dfd63ff0,ea830dc6964d42bd9db0d30b88b0a39e,,0,9,1,2019-03-31 18:12:46,2019-03-31 18:12:46
38735316-0878-4e9a-926e-959718e394cb,a803c31a8a194cd8a04292ee3e8ff8bc,,0,11,1,2019-03-29 11:22:35,2019-03-29 11:22:35
3f0af418-2b8e-4575-930c-671e8afc9c55,8ef467cb08994d77bdf6248884abe68d,,3,8,1,2019-03-31 12:54:26,2019-03-31 12:54:26
114519dc-fe63-4aec-8f98-2b9affd25584,ecbc01aedee642ab82b6625d88aaad10,,3,1,1,2019-03-26 09:40:50,2019-03-26 09:40:50
1f2fb8ca-5539-4bc0-918b-b541136aa77b,0e1556c516784f53ba34f5cab6788066,,0,6,1,2019-03-26 16:46:36,2019-03-26 16:46:36
3fc1fc3c-18ab-4697-8190-aebc0d508637,29025e1c9fc24520bf4fe65d94aaf7d0,,3,13,1,2019-03-26 16:47:23,2019-03-26 16:47:23
43961975-8559-4276-8c1b-d41feaa8e87d,44e7f3122d52478fb030c1b2e3454691,,0,9,1,2019-03-31 20:42:17,2019-03-31 20:42:17
4c3ccea7-f57d-4efd-b382-21441bd270ed,6e909b10c3a74f5896aeea345488c5d2,,2,13,1,2019-03-31 21:25:00,2019-03-31 21:25:00
5dcb9de2-a52a-4663-bf1f-9d182c3d815e,d4adbfb970684d8b8ca81913fe55e824,,1,2,1,2019-03-28 09:19:34,2019-03-28 09:19:34
68566d1e-5b68-4c05-b3e7-1546550351e8,554bacea0e5c4dca95d145386604bfe8,,6,14,1,2019-03-29 11:21:53,2019-03-29 11:21:53
78a9eb44-817f-4df4-9f1f-3b6a9c49d144,ec3b9b700d814e51a3916759c011c6c4,,0,12,1,2019-03-27 00:31:48,2019-03-27 00:31:48
bbd786d0-100d-465a-9e9c-5ea6561ef5cd,0d2ec4e0b72941c68ee665d93536712f,,1,2,1,2019-03-26 12:58:42,2019-03-26 12:58:42
c4eb443b-aa80-4efd-aefd-e7474b22dacd,f690549c1c2e42f59c5c055e14bb165b,,7,5,1,2019-03-26 10:42:29,2019-03-26 10:42:29
dbe1e106-c087-4407-921d-0e28f5b565ef,bf0f1968fcaf49d4814fc219c8050dd8,,5,13,1,2019-03-26 09:42:41,2019-03-26 09:42:41
ef13af53-db07-4fff-a3f9-35e7bbae0e66,9295e68450e345ecbc1a533a0f249d23,,7,2,1,2019-03-26 20:46:37,2019-03-26 20:46:37
80e016f1-7957-431e-b7b6-c0d4c48e6d8c,e3b08d95a85747ef9683f292b66f43a9,,4,10,1,2019-03-28 14:37:05,2019-03-28 14:37:05
38743fa3-d22c-480b-8e3c-a060f9c03c05,db6192cbbfbc4ef5b980a5f687fa686e,,0,6,1,2019-03-26 07:58:49,2019-03-26 07:58:49
641f6d81-2e3b-4a95-958a-5e4ee6d3d997,8b06a386aec148788bc1c711b45a4f65,,6,6,1,2019-03-26 20:46:23,2019-03-26 20:46:23
7f3264c4-68c7-45af-815a-c90e2ad1fb6c,d541a0ec10e04452adb2430224929826,,2,2,1,2019-03-26 13:11:07,2019-03-26 13:11:07
86c0c426-5ae2-458c-9aca-6cdd72db61dd,8d6851eee04641a28b9f20a86d3fa43b,,4,3,1,2019-03-26 19:04:22,2019-03-26 19:04:22
9e73cd61-094d-4499-b822-030a8b5d77dc,148a23e40e1e4a75888b8c5a04c0990e,,2,0,1,2019-06-20 15:40:31,2019-06-20 15:40:31
07c6664c-8534-4a73-937a-9a1c23375782,b5d78fa2ba534b7287cbc4905dbbc8f1,,2,15,1,2019-03-31 18:07:25,2019-03-31 18:07:25
1c9d2c92-e4d8-4e4b-8b3e-e153579d7a0e,56162d8928f24d728ca87f7b0e4cdc54,,2,5,1,2019-03-31 13:00:15,2019-03-31 13:00:15
3f4554e0-0bde-4bba-a170-db68ada53c30,c6e255ed45f8486b94c6ec895ad1d0f3,,0,15,1,2019-03-31 18:45:35,2019-03-31 18:45:35
667a248e-643c-4902-978c-0315bc111505,0d2ec4e0b72941c68ee665d935367128,,3,2,1,2019-06-21 10:18:39,2019-06-21 10:18:39
46dfec8d-47d2-4954-a242-7b2c75ffa49c,510c20f953664741a2ed18de9a3c9c01,,8,0,1,2019-04-01 11:24:32,2019-04-01 11:24:32
57e2a0bc-919c-4809-bfcc-9d0026823140,e0b7eb2eafa4440a85cd684cec2004fc,,1,15,1,2019-03-31 20:43:27,2019-03-31 20:43:27
5cc70966-cb3d-4bd8-a21f-78f3c7b3e5c2,c8a814228e694b989718ddeae78e8a64,,7,6,1,2019-04-01 11:24:21,2019-04-01 11:24:21
452f7ea4-ce98-4751-ab67-a60c75925885,b2bcf1e114b042dfadf27fe348706472,,9,7,1,2019-03-28 16:55:56,2019-03-28 16:55:56
6c4638c5-354e-4013-b79e-a699696c9f5f,3d2d13821a424546a5ec225c939bea15,,8,1,1,2019-03-27 09:45:14,2019-03-27 09:45:14
07a6292c-5b19-47d5-a226-16612c7109d3,8638f84219324869b0eb990a94e28861,,3,6,1,2019-06-19 14:15:55,2019-06-19 14:15:55
8adddf5f-48a5-4a1e-ac35-21ff04147090,6442f0ba77c64909a451a6f0356f7b53,,2,5,1,2019-03-29 11:24:54,2019-03-29 11:24:54
8e8bc7be-641f-4e86-b81b-2a42c0b487b9,7042c116b1eb499e93634ab665538bab,,5,10,1,2019-03-29 17:08:35,2019-03-29 17:08:35
a578d812-d9e1-40f8-ab6f-1b3059c8da51,aba2820467ef4d14b477df78403cc4d2,,5,13,1,2019-03-31 13:02:41,2019-03-31 13:02:41
ad24ba77-f270-4a68-8135-92c58de4cc8a,3a5494e71d5247d5b2baedaf864b6789,,4,8,1,2019-03-31 18:08:39,2019-03-31 18:08:39
b5ff5844-e74d-43ee-a03f-c145505af550,8de110c7c7cf4b4fb56ab164ac6c2de3,,5,14,1,2019-03-31 13:02:42,2019-03-31 13:02:42
d3004e2b-38a7-4bbb-ba08-29c50a755b94,b85dea0104ad44d7afd2b804a2ade4bd,,7,11,1,2019-03-31 11:39:12,2019-03-31 11:39:12
eedb0acb-1a0e-42e2-bb23-e6ee2fa08247,2d0b2656b4d24f4e98490bdf03c4ddad,,9,10,1,2019-03-31 20:40:34,2019-03-31 20:40:34
6c98f772-8f75-4f8d-9a05-5cec0903e24d,0d2ec4e0b72941c68ee665d935367128,,4,2,1,2019-06-21 10:22:17,2019-06-21 10:22:17
0cb26127-e2ef-4c9f-b723-906dcb693aa2,59613c22b061493c85073eed45169d47,,6,4,1,2019-06-21 11:03:38,2019-06-21 11:03:38
379175ab-61ba-4ab9-baba-acdd51684a39,eef142d22f3c434c8a428c86310d3cc3,,8,12,1,2019-06-20 11:57:05,2019-06-20 11:57:05
2d990759-f954-483d-aaec-d45e2bf9541e,f690549c1c2e42f59c5c055e14bb165b,,7,5,1,2019-03-29 14:59:25,2019-03-29 14:59:25
0af8335a-56e8-47f8-8ef1-42a2fb3ca75d,d2e0c4afd6034caf93ebffd772d79da3,,6,10,1,2019-03-31 12:17:02,2019-03-31 12:17:02
1470037a-7abe-4f86-b8b8-ff4e14ccec85,3f1788afba9a46ce82d7b9fe790713be,,7,11,1,2019-03-31 12:56:51,2019-03-31 12:56:51
3745d25b-967c-4020-9d1e-dbb1b322a144,b688c6243c1d49c099db4a8eb4cf6574,,2,7,1,2019-03-29 11:24:55,2019-03-29 11:24:55
438d3375-7c0c-415b-bf6a-f9ac2743931b,b6cbed1e687a4bdeb1d4ccf5322dd9de,,4,13,1,2019-03-31 12:54:39,2019-03-31 12:54:39
66a1c278-7b80-4ccc-89fd-903236c3670f,6fabf36758934ae5afe16b402d395d3b,,4,3,1,2019-03-31 12:16:13,2019-03-31 12:16:13
755ad6df-74cf-4555-a357-33a51af3f887,9639a32e0d974feead70556e2cf88ee1,,3,14,1,2019-03-31 20:38:54,2019-03-31 20:38:54
85248165-4c35-4dfe-8887-cba111bcfbbd,cbe0208a742e4914b4942446307ad0ec,,6,14,1,2019-06-19 14:48:02,2019-06-19 14:48:02
8d8a7a60-aced-4d7f-9fb6-924b50276439,0d2ec4e0b72941c68ee665d93536712f,,6,2,1,2019-03-28 15:35:43,2019-03-28 15:35:43
271e523d-7d64-47ff-aaec-de2852855329,0e095e9141b74443bbcad6929fc1d5e6,,3,14,1,2019-03-26 16:47:22,2019-03-26 16:47:22
513541a9-e019-4aac-8792-de9d93d2a980,07069596ad8a4e8e8904f21d5fa20bd9,,9,13,1,2019-03-26 16:46:32,2019-03-26 16:46:32
612254ae-c44a-4556-b038-fe7dd68905cc,f040d56bcb3648198e7f4631112a0702,,9,0,1,2019-03-26 09:45:14,2019-03-26 09:45:14
91aa488b-f257-4ceb-8fbb-64eaae41464f,8089b2c508bd4c628e6deb7adae13cdd,,6,13,1,2019-03-31 12:10:50,2019-03-31 12:10:50
8dad7862-4e95-4e25-9abd-019dde58e6e3,346fa77b9b004645b9739d337f7866a9,,1,10,1,2019-03-27 16:00:10,2019-03-27 16:00:10
a30cba99-7f59-4547-bbd9-ca3446ce7d7a,122f867a868d410aa11380bf3699bcb8,,0,11,1,2019-04-01 11:25:15,2019-04-01 11:25:15
a6978c12-445c-498a-ba7c-414841cdab12,f341c9f814ea42e28dff25a83411ff3f,,6,3,1,2019-03-31 11:39:12,2019-03-31 11:39:12
b1f88d9d-c200-4e87-a481-865cde2aa1a2,25d22b7e5c8d4fe4bf1dd4cad8436958,,3,5,1,2019-03-31 13:00:37,2019-03-31 13:00:37
b6796816-572c-4cf5-858e-122891900248,0d6baf3706dc44d6a9ffa2118fd85d63,,8,6,1,2019-03-29 11:21:53,2019-03-29 11:21:53
bc61dd46-3169-4ce5-be5b-c0809360598f,fceaba54e2874bbcb9c63c4772400861,,0,6,1,2019-03-31 12:10:54,2019-03-31 12:10:54
c12731a0-18de-4e72-b2bb-510c54a20c41,99da0b27fcc44b9a8749636f3343148f,,8,8,1,2019-03-31 11:39:13,2019-03-31 11:39:13
cf9d6f6b-3edb-4c90-a233-a7f9a3450d85,33c9da69fa1d498f94442dc48f227076,,7,7,1,2019-03-27 00:31:45,2019-03-27 00:31:45
ddb55a24-28f3-4d34-8ad6-ff082f07eda8,8827b7bd73c0410899c448cd66475d9e,,0,9,1,2019-03-31 21:24:59,2019-03-31 21:24:59
e3a8ea17-7ac3-4750-a157-deb98a6686c6,c32d3fddcc3044ac8d5f6c486f5d624f,,9,4,1,2019-03-31 21:29:05,2019-03-31 21:29:05
ec1674ae-1566-4464-9e53-c693fc438b4a,f05ab45f24414784a6d7df13df75e5bc,,0,11,1,2019-03-27 00:31:49,2019-03-27 00:31:49
ec785050-4f92-42ba-95ad-01691b6d5b32,f3bf9ac2ef6b43d5ba0d2b5092321cfc,,6,15,1,2019-03-31 12:56:39,2019-03-31 12:56:39
efababe4-b07d-4a91-b6cd-82d6d00c7736,8f1facd3d946434586efceaceff06e7a,,0,7,1,2019-03-31 21:24:59,2019-03-31 21:24:59
f4e055c4-39e2-4276-957f-6b0f9b7091f2,2be9070915fb4745a362cb0efb67c133,,9,3,1,2019-03-31 12:57:32,2019-03-31 12:57:32
fc79a6a7-31cf-4944-8a97-0b68c701642d,d521ca4847564ee0b019507cbaf6dd1b,,0,1,1,2019-03-31 18:04:55,2019-03-31 18:04:55
fb228578-ad82-4bd2-82ae-4efd38ccd03a,346fa77b9b004645b9739d337f7866a9,,2,10,1,2019-03-27 16:00:19,2019-03-27 16:00:19
6912a947-38d6-48ac-a325-eee357536d60,22f47a811b1243cbb76ebba1fb1ff6b8,,8,11,1,2019-03-26 09:45:13,2019-03-26 09:45:13
7b8e9cdb-c058-47e3-862f-e0be1d8f657b,3ef65c1a0295434c9265f3d569bc24a0,,0,10,1,2019-03-26 19:03:47,2019-03-26 19:03:47
8636f72e-5832-4637-a507-211ef193afd3,7751a1561cdc4c46983615e37da80730,,9,3,1,2019-03-26 19:03:39,2019-03-26 19:03:39
b9c6aefe-b0a7-4939-8e0a-338ff6ee1319,3646aa5c0c4a4ed5add33dbd6246c141,,5,4,1,2019-03-26 13:11:17,2019-03-26 13:11:17
e7f044ac-8440-472b-a87f-52588ba19176,fda56bbdb7ca4efb81f57f7fae16a962,,5,6,1,2019-03-26 00:00:46,2019-03-26 00:00:46
110ef903-6bb7-408e-9926-958eab384f12,7c8379f8d87b45fda3d9b5e82c1bbdec,444,2,14,1,2019-03-30 20:04:14,2019-03-30 20:04:14
03f247b7-2879-4e9e-aafc-82dbe33aa6bf,b3f4abde7f464a64ba31e6185d97e125,,3,2,1,2019-03-31 20:44:31,2019-03-31 20:44:31
26fd66a8-502e-46a2-aaef-1f89a0351436,b61a56b4c79d43fa9af112f60b37f5d6,,4,13,1,2019-04-01 11:24:19,2019-04-01 11:24:19
2a1d391b-e97a-4202-9fe9-57365f356471,530eb0a6235d4de380768add6aad8b78,,5,7,1,2019-03-27 00:31:35,2019-03-27 00:31:35
309f2607-f3d7-45e2-aa0f-e07d6ce7a5e0,26c9871a80714ff5a63587c2a4f25a80,,4,8,1,2019-03-31 12:54:35,2019-03-31 12:54:35
3b07ac4b-ad4f-4dfe-aa2e-c9b36ec2ce85,b1cd6646b68d467ea101b69e7baf5971,,0,7,1,2019-03-31 12:11:10,2019-03-31 12:11:10
057e6f32-efcb-4a6a-bbd8-7e7ede2eeac9,10b34bd437e348f093bc8a502fa13ea7,,5,10,1,2019-03-26 13:11:17,2019-03-26 13:11:17
174cb7b6-957a-49e8-b3f9-be75e6e3de90,88f6a2c350fa458ca14a86817b2ab2d7,,4,13,1,2019-03-26 16:48:09,2019-03-26 16:48:09
0eeb5eb9-075a-4388-b485-4283184c32d1,98461b8eaf2d4f14b12f912235799047,,5,4,1,2019-03-26 22:24:21,2019-03-26 22:24:21
43270e6a-cd1b-4a76-85d3-4639fb80e602,2ba8da561fc0422eaf9b4b50f047f476,,7,7,1,2019-03-31 12:10:53,2019-03-31 12:10:53
47a6ec42-c115-4f30-82c0-b317d61dd330,2be9070915fb4745a362cb0efb67c133,,8,3,1,2019-03-31 12:57:32,2019-03-31 12:57:32
5b1a9e97-cffe-4375-b029-e568e5303dd8,5a4c742ad1e945b0acf2cbb2c98cb82f,,5,2,1,2019-03-27 00:31:35,2019-03-27 00:31:35
5f4ef99c-162a-4c2e-8016-8ce957a9e3c2,e9d13cd2e3524da0ac100363fe822bb4,,2,11,1,2019-03-31 11:34:00,2019-03-31 11:34:00
77de8597-6999-41a1-84a9-a615ad8d56f0,32eea02fd70b4870877da7b1d09feb8e,,1,8,1,2019-03-27 00:31:14,2019-03-27 00:31:14
7c724d1e-203a-45c6-9cd1-771fff959402,61b8622f0c04493ea77f33edf0ee8378,,7,7,1,2019-03-31 11:39:12,2019-03-31 11:39:12
aaa49ee9-c5bb-424c-98fe-d09548bba2c0,ad997dfc9ab94914a20c70059d2eaa6f,,5,6,1,2019-03-26 16:48:14,2019-03-26 16:48:14
bfa35fc0-83a2-4ad4-8811-e03f121050ff,4d4b6efdcab3485588e3a44264f546a9,,7,10,1,2019-03-26 09:40:02,2019-03-26 09:40:02
bfc13936-b742-41ca-9a34-815297d14a5c,fce6cd0ebb444cbb8e74acf587af0cc4,,5,12,1,2019-03-26 13:28:53,2019-03-26 13:28:53
f7b79017-5e93-4c2d-ac82-7d8482d70686,22f47a811b1243cbb76ebba1fb1ff6b8,,8,11,1,2019-03-26 09:45:14,2019-03-26 09:45:14
132ed657-c7fc-4570-a422-0cb793dfc26d,5bc4861f7c0a4ec79808648bd12ce8b0,,9,11,1,2019-03-26 20:46:42,2019-03-26 20:46:42
583e6b42-1c45-48c3-b440-499d586b070f,45e7a62212bc4b9fb13bd724d905f1dc,,1,13,1,2019-03-26 19:03:47,2019-03-26 19:03:47
6e28248f-2688-4717-9a74-d319126f118d,9fecd9664ce744c0968615fd4af2068a,,8,8,1,2019-03-26 13:12:08,2019-03-26 13:12:08
92c92aba-796f-415c-9ca2-0668534016c7,0d2ec4e0b72941c68ee665d93536712f,,2,2,1,2019-03-26 12:11:31,2019-03-26 12:11:31
b76ea8ad-1129-4ca1-8a2f-6ca5c889365c,f690549c1c2e42f59c5c055e14bb165b,,2,5,1,2019-03-29 14:52:54,2019-03-29 14:52:54
9c53b568-a481-4461-b897-e0023dc61a45,2f8e11c77567468f964006928af53e5d,,7,5,1,2019-03-26 16:46:32,2019-03-26 16:46:32
b0a5c3ec-7ec3-4436-9a76-003a5d53a1bc,fceaba54e2874bbcb9c63c4772400861,,0,6,1,2019-03-31 12:10:55,2019-03-31 12:10:55
b9d28f7c-8aff-49b8-a53d-443978b7958e,ce3ded24824842fd86c2d139468a94b6,,3,11,1,2019-03-31 12:13:59,2019-03-31 12:13:59
ff397e45-c605-4b64-ab67-2c50b11d7a7f,0cf5b368896b47b8bca64facc93d7a70,,8,7,1,2019-03-26 20:46:42,2019-03-26 20:46:42
d6c5970a-fba3-4876-bc8d-dfdaeb4b96db,249ef02ae5f04152a25e76bb6ad8aaae,,6,10,1,2019-03-28 11:00:38,2019-03-28 11:00:38
d799f764-fc5b-4cce-933d-f8ac385c2c77,96b1e074156249ddadaebdcfe0814769,,0,6,1,2019-03-28 00:53:24,2019-03-28 00:53:24
e994a103-953a-435d-be21-94001296d241,b61a56b4c79d43fa9af112f60b37f5d6,,6,13,1,2019-04-01 11:24:20,2019-04-01 11:24:20
fefce685-6bcb-4ec3-93fb-a158e671c294,2631c763582741b7a5d247e1764747e0,,9,14,1,2019-03-29 11:21:54,2019-03-29 11:21:54
047d3d9f-6990-4a24-bd19-520ba0705138,f70cf0b66fa94e4b98a3ceda1cb6efb8,,3,11,1,2019-03-26 16:46:01,2019-03-26 16:46:01
521531a1-018e-4394-820c-10b450f99d26,87b6608d22a94f32b69b6fc73ea7700d,,3,0,1,2019-03-26 16:47:36,2019-03-26 16:47:36
8286b450-12c2-4994-aafc-9fccbd862ca4,09ea89157eba48188f6b8714d076b0dc,,5,13,1,2019-03-26 19:04:43,2019-03-26 19:04:43
